YEAR,MONTH,ORIGIN_STATE_NM,DEST_STATE_NM,TOTAL_FLIGHTS
2013,9,Michigan      ,Nebraska      ,208
2013,9,Michigan      ,Nevada        ,372
2013,9,Michigan      ,New Hampshire ,180
2013,9,Michigan      ,New Jersey    ,583
2013,9,Michigan      ,New York      ,1647
2013,9,Michigan      ,North Carolina,853
2013,9,Michigan      ,Ohio          ,317
2013,9,Michigan      ,Oklahoma      ,81
2013,9,Michigan      ,Oregon        ,58
2013,9,Michigan      ,Pennsylvania  ,973
2013,9,Michigan      ,Rhode Island  ,286
2013,9,Michigan      ,South Carolina,207
2013,9,Michigan      ,Tennessee     ,664
2013,9,Michigan      ,Texas         ,1058
2013,9,Michigan      ,Utah          ,238
